,title,station,date,company,link,carrer,work,machul,juso,search_key
550,[판교 연구직/260 이상/통근버스] 만도 연구보조 신규직원 채용,경기 성남시 분당구, 06/20(일),(주)에스텍플러스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40423683&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"연구소,연구원,기계","416억 2,247만원",서울 강남구,파이썬
551,의료 영상 소프트웨어 Window Application 개발자 모집,서울 강남구,채용시,뉴로핏(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40275968&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력5년,"소프트웨어개발,Windows,C·C++","4,486만원",서울 강남구,파이썬
552,"[인공지능 기업 / 머니브레인]머신러닝, 딥러닝 엔지니어",서울 서초구, 07/31(토),(주)머니브레인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40419956&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력3년,"SI·시스템통합,시스템관리,솔루션업체","26억 5,621만원",서울 강남구,파이썬
553,[6년 연속 1위 앱] 안드로이드 앱 개발자 (산업기능요원 가능),서울 구로구, 06/27(일),(주)텐핑거스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40470680&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"모바일,아이폰,안드로이드","9억 9,365만원",서울 구로구,파이썬
554,"파미노젠 각 부문별 채용(기획, 분자모델링,소프트웨어 기술영업)",경기 용인시, 06/24(목),(주)파미노젠,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40438942&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"연구소,조사분석,연구원","2억 4,017만원",경기 용인시 수지구,파이썬
555,[랭킹닭컴] 정보보호팀 담당직원 모집,서울 마포구, 07/15(목),(주)푸드나무,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40479880&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력2년,"전자상거래,쇼핑몰,오픈마켓",매출액없음,서울 마포구,파이썬
556,국토연구원 국토인프라연구본부 사무보조 알바 모집,세종특별자치시, 06/19(토),국토연구원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40464260&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"공공기관,Excel·도표,PowerPoint",매출액없음,세종 국책연구원로,파이썬
557,신입 및 경력직 채용,서울전체, 06/28(월),전국렌터카공제조합,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40451748&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"협회,보험영업,Java·JSP",매출액없음,서울 광진구,파이썬
558,.NET 및 Web 응용 소프트웨어 신입 / 경력 개발자 채용 합니다.,경기 용인시 기흥구,채용시,(주)미래로시스템,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40386906&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"소프트웨어개발,ASP,HTML","150억 7,147만원",경기 용인시 기흥구,파이썬
559,TYM ICT 인재채용,충남 공주시, 06/30(수),(주)티와이엠,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40475330&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"Micom,회로설계,전자",매출액없음,서울 강남구,파이썬
560,"Oracle, Elasticsearch, SW디자인, SW테스트, Technical Writer",경기 용인시 기흥구,채용시,(주)미래로시스템,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40302269&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"DBMS,소프트웨어개발,QA·테스터","150억 7,147만원",경기 용인시 기흥구,파이썬
561,[엠포스] 백엔드 엔지니어 경력직 채용,서울 서초구, 06/30(수),(주)엠포스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40344740&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력2년,"광고기획사,광고대행사,광고영업","176억 5,302만원",서울 서초구,파이썬
562,2021 IMB Dx 각 부분 직원 모집,서울 금천구,상시채용,(주)아이엠비디엑스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40235837&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"바이오,생명공학,기술지원","1억 5,692만원",서울 금천구,파이썬
563,[해줌] 백엔드 개발자(API/3D/PM) 채용,서울 송파구, 08/06(금),주식회사 해줌,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40412871&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력1년,"에너지,서버관리,서버구축","149억 8,880만원",서울 송파구,파이썬
564,소프트웨어 개발자 채용,대전 유성구, 07/30(금),(주)에버정보기술,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40417138&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,프론트엔드,백엔드","14억 3,237만원",대전 유성구,파이썬
565,연구소·R&D 정규직 채용(GWAS/유전체분석 연구원),경기 수원시 팔달구, 06/30(수),(주)피디젠,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40385973&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"의약·제약,의료·보건,바이오","16억 2,883만원",대전 유성구,파이썬
566,드론사업본부 신입.경력사원 모집,경기 안양시 동안구, 07/25(일),(주)네온테크,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40327337&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"항공,기계·기구설계,3D설계",매출액없음,경기 안양시 동안구,파이썬
567,"AI 기반 추천시스템 (서버, 웹&모바일) 개발자 모집 (나주)",전남 나주시, 07/23(금),(주)소울소프트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40313099&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"소프트웨어개발,서버관리,서버구축",매출액없음,서울 서초구,파이썬
568,영상처리 개발 업무 채용,경기 수원시 권선구, 06/20(일),(주)에스에이치텍,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40077489&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"솔루션업체,C·C++,Python",110억 923만원,경기 수원시 권선구,파이썬
569,(주)에스에이치텍 경남지사 영상처리 개발 업무 채용,경남 창원시, 06/20(일),(주)에스에이치텍,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40078559&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"솔루션업체,C·C++,Python",110억 923만원,경기 수원시 권선구,파이썬
570,쿠팡 QA Tester 채용(Fulfillment and Transportation),서울 송파구, 06/30(수),쿠팡(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40495562&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력 2~5년,"전자상거래,쇼핑몰,B2B","9,257억 6,800만원",서울 송파구,파이썬
571,삼성전자 시스템 운영기술지원 운영지원 PM급 채용 MFb7,경기 수원시 영통구, 07/02(금),(주)트랜스코스모스코리아,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40482907&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력,"SI·시스템통합,DBMS,시스템관리","2,997억 4,872만원",서울 영등포구,파이썬
572,[쿠팡] Full Stack Web Developer (Security Engineering),서울 송파구, 06/30(수),쿠팡 주식회사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40261351&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력 5~20년,"전자상거래,쇼핑몰,오픈마켓","9,257억 6,800만원",서울 송파구,파이썬
573,[쿠팡] QA-Performance Test Engineer (Security Engineering),서울 송파구, 06/30(수),쿠팡 주식회사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40261581&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력 5~20년,"전자상거래,쇼핑몰,오픈마켓","9,257억 6,800만원",서울 송파구,파이썬
574,[쿠팡] 정보보안 부문 경력 채용,서울 송파구, 07/31(토),쿠팡(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40367686&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력5년,"전자상거래,쇼핑몰,B2C","9,257억 6,800만원",서울 송파구,파이썬
575,[쿠팡] API 기술지원 (고객센터),서울 송파구, 08/06(금),쿠팡(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40418873&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력4년,"전자상거래,쇼핑몰,오픈마켓","9,257억 6,800만원",서울 송파구,파이썬
576,[네오플] 게임그래픽 직군 분야별 모집,제주 제주시,채용시,㈜네오플,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40166652&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"게임개발,게임운영,게임","8,910억 4,859만원",주소없음,파이썬
577,서울대학교병원 방사선의학물리팀 국책과제 수행 연구원 모집,서울 종로구, 08/13(금),서울대학교병원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40471878&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"종합병원,연구·실험·기술,의료·제약","9,382억 1,465만원",서울 종로구,파이썬
578,기획조정실 경력직원 채용 공고,서울 강동구,내일마감,(주)희림종합건축사사무소,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40385219&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력,"건설회사,건설현장,건축",매출액없음,서울 강동구,파이썬
579,각 부문 신입/경력사원 대규모 모집,서울 마포구, 06/27(일),(주)동진쎄미켐,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40446045&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"반도체,디스플레이,기획",매출액없음,인천 서구,파이썬
580,한국브룩스오토메이션㈜ 각 부문 신입/경력사원 모집 (충원),경기 용인시 기흥구, 06/21(월),한국브룩스오토메이션(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40444846&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"SI·시스템통합,소프트웨어개발,기계","586억 7,432만원",경기 용인시 기흥구,파이썬
581,"(주)윈스 수시(신입, 경력) 채용(개발, 국책과제, 기술지원 등)",경기 성남시 분당구, 06/20(일),(주)윈스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40439243&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"방화벽,IDS·IPS,네트워크보안",매출액없음,경기 성남시 분당구,파이썬
582,전산관리 및 프로그래밍 개발자 신입 채용,서울 강남구, 06/25(금),(주)리파인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40375057&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입,"시스템관리,소프트웨어개발,SM","541억 6,351만원",서울 강남구,파이썬
583,송도 일본계 IT 엔지니어 채용,인천 연수구, 06/30(수),티오케이첨단재료,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40254985&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력 3~5년,"화학,문서관리,급여관리","1,724억 4,038만원",인천 연수구,파이썬
584,ERP /웹/앱/ 시스템/ 인프라/ 네트웍/ 서버/보안 부문 경력 채용,서울 강남구,상시채용,현대오토에버(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40118245&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력 3~20년,"SI·시스템통합,ERP,시스템관리",매출액없음,서울 강남구,파이썬
585,[와이즈넛] 연구개발직(검색분야) 신입/경력 채용 공고,경기 성남시 분당구, 06/23(수),㈜와이즈넛,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40309332&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"솔루션업체,Linux,C·C++","300억 8,233만원",경기 성남시 분당구,파이썬
586,신성델타테크(주) 경영관리본부 IT부분,경남 창원시, 06/26(토),신성델타테크(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40109784&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"가전제품,서버관리,네트워크관리",매출액없음,경남 창원시 성산구,파이썬
587,[다수채용] PHP 웹 개발자 모집,서울 금천구,채용시,(주)코리아센터,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40384577&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력1년,"전자상거래,쇼핑몰,오픈마켓",매출액없음,서울 금천구,파이썬
588,자사솔루션(OCEAN) 개발 (경력 5년 이상),서울 강남구, 06/27(일),에스넷시스템(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40418210&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력 5~9년,"SI·시스템통합,NI·네트워크통합,솔루션업체",매출액없음,서울 강남구,파이썬
589,Web front-end 개발 (경력 5년 이하) 채용,서울 강남구, 06/20(일),에스넷시스템(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40435346&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력1년,"SI·시스템통합,NI·네트워크통합,솔루션업체",매출액없음,서울 강남구,파이썬
590,"[금호전기(주)] F/W, S/W 개발 경력자 및 H/W 인턴 채용",서울 영등포구, 06/27(일),금호전기㈜,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40442779&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"전기,전자,IOS앱개발",매출액없음,서울 영등포구,파이썬
591,"[일진그룹]초음파치료기 의료기기 SW개발 (Windows, C++)",경기 안양시 동안구, 07/06(화),알피니언메디칼시스템㈜,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40191708&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력3년,"전자,Windows,C·C++","446억 8,098만원",경기 안양시 동안구,파이썬
592,"2021년 상반기 Cloud (IaaS, PaaS), 가상화구축, K8S 외 정규직",서울 구로구, 06/26(토),(주)퓨처젠,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40109677&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"시스템관리,솔루션업체,서버구축","770억 3,297만원",서울 구로구,파이썬
593,[NHN] 기술 부문 수시채용 (신입/경력),경기 성남시 분당구,상시채용,엔에이치엔(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40374406&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"SI·시스템통합,소프트웨어개발,웹마스터",매출액없음,경기 성남시 분당구,파이썬
594,[한국자산평가] 인턴 채용 공고,서울 종로구, 06/22(화),한국자산평가(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40483657&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입,"IT컨설팅,재무,CPA·AICPA","267억 1,398만원",서울 종로구,파이썬
595,"IT부문 인프라(서버, 네트워크) 운영/관리 엔지니어 공개채용",서울 강남구, 06/30(수),(주)엔텔스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40233070&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력 3~11년,"소프트웨어개발,서버관리,네트워크관리",매출액없음,서울 강남구,파이썬
596,애드테크 개발/기획자 경력 채용,경기 성남시 분당구, 06/30(수),(주)플레이디,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40452230&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"광고대행사,스토리보드,컨텐츠기획",매출액없음,경기 성남시 분당구,파이썬
597,[솔탑] 2021년 각 부문별 신입/경력 사원 모집,대전 유성구, 08/10(화),(주)솔탑,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40454177&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"소프트웨어개발,RF,C·C++",138억 124만원,대전 유성구,파이썬
598,채용연계형 인턴 모집(Web 개발 / SW컨설턴트 / 해외사업),서울 마포구, 06/27(일),주식회사 파수,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40493163&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입,"솔루션업체,ASP,소프트웨어개발",매출액없음,서울 마포구,파이썬
599,[IT상장사] (주)엔텔스 개발자 정규직 공개채용,서울 강남구, 08/01(일),(주)엔텔스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40496918&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"IT컨설팅,서버관리,네트워크관리",매출액없음,서울 강남구,파이썬
600,RPA 개발 및 프로젝트 진행 - 신입개발자,서울 중구, 06/20(일),(주)이테크시스템,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40356783&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입,"SI·시스템통합,BPR,솔루션업체","2,357억 5,412만원",서울 중구,파이썬
601,RPA 개발 및 프로젝트 진행 - 경력개발자,서울 중구, 06/20(일),(주)이테크시스템,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40356717&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력 3~15년,"SI·시스템통합,BPR,솔루션업체","2,357억 5,412만원",서울 중구,파이썬
602,(주) 스튜디오미르 2021년 2D/3D 상시채용,서울 금천구, 06/21(월),(주)스튜디오미르,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40458141&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"캐릭터,애니메이션,만화","164억 3,102만원",서울 금천구,파이썬
603,IT 개발/운영 신입사원 채용,서울 금천구, 06/27(일),이지스엔터프라이즈(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40462174&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입,"ERP,ASP,Java·JSP","305억 5,253만원",서울 금천구,파이썬
604,(주)코엠에스 소프트웨어 개발자 채용,충북 청주시 흥덕구, 06/30(수),(주)코엠에스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40401709&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"전기,전기설비,자동제어","267억 5,870만원",충북 청주시 흥덕구,파이썬
605,IT 연구소 인턴 채용 (6개월),서울 강남구,채용시,㈜이지메디컴,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40432996&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"SCM,시스템관리,솔루션업체",매출액없음,서울 강남구,파이썬
606,응용SW 프론트엔드 개발자,서울 서초구,채용시,엔에스원소프트(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40038072&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력 8~10년,"SI·시스템통합,NI·네트워크통합,소프트웨어개발","16억 2,941만원",서울 서초구,파이썬
607,2021년 상반기 2차 - 소프트웨어/웹 개발 사원 모집,서울 양천구, 08/08(일),(주)인포트롤테크놀러지,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40439194&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,Java·JSP,HTML","18억 9,373만원",서울 양천구,파이썬
608,FDS솔루션 유지보수(수원영통),경기 수원시 영통구,채용시,(주)인피니그루,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40230498&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"보안,보안컨설팅,Java·JSP",15억 394만원,서울 성동구,파이썬
609,[경력] 개발팀 프론트엔드 개발자 채용 공고,서울 성동구, 07/31(토),(주)에이아이스페라,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40453112&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력3년,"종합포털,커뮤니티,HTML","7억 3,588만원",서울 성동구,파이썬
610,모바일 보안 솔루션 서버 개발자 모집 공고,서울 금천구, 07/20(화),(주)엔에스에이치씨,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40290161&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"보안,네트워크보안,정보보안","87억 9,569만원",서울 금천구,파이썬
611,"연구소 우수인재 모집(SW, HW, FW,영상처리,AI,기구설계,인허가)",경기 성남시 중원구, 06/30(수),(주)제노레이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40322407&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"제조업 회사본사,VisualC·C++,C·C++",매출액없음,경기 성남시 중원구,파이썬
612,울산대학교 의과대학 연구원 모집 (서울 송파구),서울 송파구, 06/30(수),서울아산병원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40308666&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력2년,"대학병원,연구·실험·기술,생명공학",매출액없음,서울 송파구,파이썬
613,Azure System Architect 영입,서울 서초구, 08/07(토),베스핀글로벌(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40426179&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력3년,"시스템관리,솔루션업체,소프트웨어개발",매출액없음,서울 서초구,파이썬
614,AI 빅데이터 분석 플랫폼 웹 개발(신입/경력직),경기 수원시 영통구, 07/03(토),(주)인텔리코드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40170495&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"SI·시스템통합,DBMS,시스템관리","13억 6,576만원",경기 수원시 영통구,파이썬
615,(주)모비젠 상반기 부분별 개발자 모집,서울 송파구, 06/20(일),(주)모비젠,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40073405&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"SI·시스템통합,DW,DataMining",매출액없음,서울 송파구,파이썬
616,(주)곰앤컴퍼니 IT 개발자 경력 부문별 채용,서울 강남구, 06/25(금),(주)곰앤컴퍼니,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40329190&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력2년,"컨텐츠제공,서버관리,네트워크관리",매출액없음,서울 강남구,파이썬
617,(주)파나시아 전장설계팀 신입 및 경력 직원 모집,부산 강서구, 06/27(일),(주)파나시아,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40329684&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"조선,선박,전기설계",매출액없음,부산 강서구,파이썬
618,(주)곰앤컴퍼니 QC담당자 채용,서울 강남구, 07/25(일),(주)곰앤컴퍼니,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40331297&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력2년,"컨텐츠제공,QA·테스터",매출액없음,서울 강남구,파이썬
619,"응용프로그램개발, 웹개발 정규직 채용 - 경력무관",부산 해운대구, 07/04(일),(주)리얼시큐,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40396796&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"SI·시스템통합,솔루션업체,소프트웨어개발","72억 1,095만원",부산 해운대구,파이썬
620,보안연구소 C·C++ 경력직 채용,부산 해운대구, 07/04(일),(주)리얼시큐,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40396808&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력1년,"SI·시스템통합,솔루션업체,소프트웨어개발","72억 1,095만원",부산 해운대구,파이썬
