,title,station,date,company,link,carrer,work,machul,juso,search_key
1014,JAVA 웹 개발 신입/경력 사원 채용 공고,서울 금천구, 07/16(금),(주)두타위즈,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40487582&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"SI·시스템통합,솔루션업체,소프트웨어개발","9억 3,276만원",서울 금천구,파이썬
1015,WebAR - 퍼블리셔/프론트엔드/영상처리 개발자 채용,서울 강남구, 07/31(토),(주)렛시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40493033&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,Java·JSP,Python",1억 300만원,서울 강남구,파이썬
1016,[NPIXEL] BI/DW 개발자 채용,서울 강남구, 08/15(일),(주)엔픽셀,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40489066&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력1년,"게임개발,게임,RPG",매출액없음,서울 강남구,파이썬
1017,"[상반기 개발직군] 좋은 동료를 만나는 것, 최고의 커리어입니다",경남 창원시, 06/26(토),(주)팀플백,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40113757&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"종합포털,컨텐츠제공,PHP","2,463만원",경남 창원시 마산회원구,파이썬
1018,(주)앱도 2021년 상반기 신규 직원 채용 공고,부산 동구, 07/06(화),(주)앱도,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40188424&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"ERP,시스템관리,소프트웨어개발",580만원,부산 동구,파이썬
1019,2021년 각 부문별 채용공고 (신입/경력),경기 수원시 영통구, 07/20(화),(주)원세미콘,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40296548&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"전기,회로설계,전자",매출액없음,경기 수원시 영통구,파이썬
1020,"JAVA, phython 기반의 웹기반 솔루션 개발",인천 연수구,채용시,위셀글로벌 주식회사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40365469&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"전자상거래,쇼핑몰,B2B",매출액없음,인천 연수구,파이썬
1021,"(주)미디움 블록체인 개발자 모집(프론트엔드,백엔드,QA 등)",서울 강남구, 07/07(수),(주)미디움,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40414213&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,TCP·IP·IPX,ASP",매출액없음,서울 강남구,파이썬
1022,솔루션 개발파트 (백/프론트) 개발자 채용,서울 송파구,오늘마감,(주)팀프레시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40449451&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"SCM,시스템관리,솔루션업체","336억 6,921만원",서울 송파구,파이썬
1023,(주)앱도 응용소프트웨어 개발 프로그래머 직원 모집,부산 동구, 07/14(수),(주)앱도,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40463529&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"ERP,시스템관리,소프트웨어개발",580만원,부산 동구,파이썬
1024,[소셜 분석 플랫폼 IT 기업] Frontend Developer 채용,서울 마포구, 07/15(목),(주)미스테리코,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40481800&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,HTML,Python","1억 7,434만원",서울 마포구,파이썬
1025,웹개발자 경력직 채용(풀스택 또는 백엔드 가능자),서울 영등포구,채용시,지속가능발전소(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40487979&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력5년,"컨텐츠제공,Java·JSP,PHP","1억 1,358만원",서울 영등포구,파이썬
1026,[디지털일자리] 웹 퍼블리셔 / UI·UX디자이너를 모십니다,서울 마포구, 06/24(목),(주)크레드잇,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40101291&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,HTML,Ajax",매출액없음,서울 마포구,파이썬
1027,[넥슨코리아] 웹 플랫폼 개발자 모집,경기 성남시 분당구,채용시,(주)넥슨,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40243462&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력 3~10년,"게임,정보보안,SW(소프트웨어)","1,554억 8,216만원",경기 성남시 분당구,파이썬
1028,(이커머스 스타트업) 신입인턴 프론트엔드 개발자 충원,부산 해운대구,채용시,말랑하니(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40088034&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"전자상거래,Java·JSP,HTML",매출액없음,부산 해운대구,파이썬
1029,[부산지사] (주) 코멧과 함께하실 웹 개발자 모집,부산 연제구,채용시,주식회사 코멧,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40225274&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력3년,"컨텐츠제공,커뮤니티,PHP",매출액없음,경기 성남시 분당구,파이썬
1030,"[마미톡] Front-end 엔지니어(React, React Native, Javascript)",서울 강남구, 06/23(수),(주)마미톡,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40313090&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"소프트웨어개발,프론트엔드",매출액없음,서울 강남구,파이썬
1031,[부산 서면] DigitalDelve 웹 개발 프로그래머 모집,부산 부산진구, 07/31(토),Gateway Development Services,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40377146&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력5년,"ERP,솔루션업체,ASP",매출액없음,부산 부산진구,파이썬
1032,"하이브리드앱 개발자(Ruby, HTML, CSS, Javascript) 팀원 모집",서울 구로구,18시마감,(주)비하이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40415042&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"종합포털,Java·JSP,HTML",매출액없음,인천 부평구,파이썬
1033,[YTNPLUS] 데이터분석가 / 웹디자이너 경력직 채용,서울 마포구, 06/21(월),㈜와이티엔플러스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40419636&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력2년,"컨텐츠제공,인터넷방송,인터넷뉴스·신문",매출액없음,서울 마포구,파이썬
1034,의료 플랫폼 개발 채용 - 정규직,서울 강남구, 06/20(일),(주)닥터웍스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40448549&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,정보보안,시스템운영",매출액없음,서울 강남구,파이썬
1035,[글로벌 암호화폐 거래소]UX 개발 리더(차장-이사급)/최고 대우,서울 강남구, 07/14(수),㈜피플스카우트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40462698&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력10년,"전자상거래,쇼핑몰,B2C",매출액없음,서울 강남구,파이썬
1036,모바일 프론트앤드 개발자 모집 (정규직),서울 서초구, 06/30(수),모이버,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40468321&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"컨텐츠제공,HTML,Ajax",매출액없음,서울 서초구,파이썬
1037,[SUPERTREE] AWS 데브옵스(DevOps) 엔지니어 구인,서울 서초구, 07/30(금),(주)수퍼트리,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40482559&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"SI·시스템통합,AWS,Java·JSP",매출액없음,서울 서초구,파이썬
1038,[(주)크레스프리] 서버 엔지니어 채용,경기 성남시 분당구, 06/25(금),(주)크레스프리,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40490551&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"솔루션업체,소프트웨어개발,서버관리",매출액없음,경기 성남시 분당구,파이썬
1039,㈜버블콘 웹기획/개발자 채용,인천 연수구, 06/30(수),(주)버블콘,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40452537&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력2년,"솔루션업체,PM,컨텐츠기획","13억 9,450만원",인천 연수구,파이썬
1040,(주)자동차공학연구소 엔지니어 채용(채용시 마감),서울 성북구,채용시,(주)자동차공학연구소,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40434326&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"자동차,XML,HTML","17억 5,257만원",서울 서초구,파이썬
1041,웹개발자 채용 공고 (신입 및 경력),대구 수성구, 07/04(일),아이티스코,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40399029&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"SI·시스템통합,솔루션업체,소프트웨어개발","14억 9,330만원",대구 수성구,파이썬
1042,[여기어때] 정보보안실 AWS 보안담당자 채용(경력),서울 강남구, 06/19(토),(주)여기어때컴퍼니,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40070579&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력 3~10년,"모바일APP,네트워크관리,보안컨설팅",매출액없음,서울 강남구,파이썬
1043,충남대학교 농업과학연구소 연구원 채용,경력무관, 06/30(수),충남대학교농업과학연구소,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40356520&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,석사,"대학교,연구·실험·기술",매출액없음,대전 유성구,파이썬
1044,협동로봇제어 / 자율주행 AMR / 임베디드 SW 신입/경력 채용,서울 구로구, 07/01(목),(주)정원에스에프에이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40367154&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"Micom,기구설계,회로설계",매출액없음,서울 구로구,파이썬
1045,[테크사업부] 퍼포먼스 마케터(AE) - 신입 채용,서울 서초구, 06/30(수),매드업,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40370179&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입,"광고대행사,광고,온라인마케팅",83억 172만원,서울 서초구,파이썬
1046,[기술연구소] Aveva Marine / Tribon M3 / Foran Interface 개발,부산 해운대구,채용시,(주)토즈,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40433396&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,Python,C#",매출액없음,부산 해운대구,파이썬
1047,에어프레미아(주) IT 부문 상시채용,서울 강서구,상시채용,에어프레미아(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40448620&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"항공사,서버관리,네트워크관리",매출액없음,서울 강서구,파이썬
1048,[응용개발팀] 웹 개발 신입/경력 정규직&계약직 채용,서울 금천구, 06/25(금),(주)데브웍스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40463657&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"통신,텔레콤,모바일",매출액없음,서울 금천구,파이썬
1049,(주)입셀 (구CiSTEM) 생물정보분석 (Bioinformatics) 직원 채용,서울 서초구, 08/13(금),(주)입셀,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40464392&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"바이오,생명공학,의료·제약",매출액없음,서울 서초구,파이썬
1050,웹/솔루션 시스템 및 설비/로봇제어 분야 프로그램어 모집,서울 금천구,채용시,(주)위더스이십일,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40476399&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"SI·시스템통합,시스템관리,솔루션업체","16억 3,126만원",서울 금천구,파이썬
1051,"2021년 상반기 H/W, S/W 정규직 채용 (신입/경력)",대전 유성구, 08/14(토),스페이스케이(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40483132&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"Microprocessor,전자,HW(하드웨어)",매출액없음,대전 유성구,파이썬
1052,"[㈜루나소프트] 인프라엔지니어, QA 엔지니어 경력직채용",서울 강남구,채용시,(주)루나소프트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40486760&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력3년,"솔루션업체,소프트웨어개발,Linux",매출액없음,서울 강남구,파이썬
1053,[모두스원]Web개발자 모집,경기 파주시, 08/15(일),(주)모두스원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40489012&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,Java·JSP,PHP","25억 2,890만원",서울 마포구,파이썬
1054,신입 소프트웨어 개발자 모집,경기 수원시 영통구,오늘마감,(주)로젠소프트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40272887&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입,"소프트웨어개발,Java·JSP,.NET","10억 8,135만원",경기 수원시 영통구,파이썬
1055,Java 신입/초급 개발자 모집 - 정규직,서울 중구, 08/02(월),(주)벨텍소프트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40390841&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입,"SI·시스템통합,소프트웨어개발,Java·JSP","14억 9,312만원",서울 중구,파이썬
1056,"개발팀 경력자 모집 (웹/앱 개발자, SW기획자, UI디자이너)",경북 김천시, 08/13(금),인플랩(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40469703&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"시스템관리,솔루션업체,소프트웨어개발","19억 2,400만원",주소없음,파이썬
1057,"스마트팩토리, PLC, HMI/IoT, 응용 개발(C, C++ 등) 인재 채용",경기 수원시 영통구, 07/15(목),(주)윈텍에스에이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40482888&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"자동제어,PLC,HMI·MMI","11억 2,553만원",경기 수원시 영통구,파이썬
1058,소프트웨어 개발자 모집 - 경력/신입,서울 금천구, 08/15(일),제이딘,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40487251&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"소프트웨어개발,Java·JSP,C·C++","21억 1,323만원",서울 금천구,파이썬
1059,웹프로그래머 홈페이지관리 웹제작 앱제작,부산 부산진구, 07/05(월),트윈스돌,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40183894&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"전자상거래,쇼핑몰,B2B","1,791만원",부산 부산진구,파이썬
1060,(주)웨이플러스에서 빅데이터 분야 인재를 모집합니다.,제주 제주시,채용시,(주)웨이플러스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40347637&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입,"DBMS,소프트웨어개발,Python","2억 2,171만원",주소없음,파이썬
1061,[정규직] ATV Software Engineer 경력사원 채용,경기 성남시 분당구, 06/30(수),테크니컬러코리아(유),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40188782&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력3년,"SI·시스템통합,시스템관리,솔루션업체",매출액없음,경기 성남시 분당구,파이썬
1062,[100%무료 취업준비생모집]웹디/건축/게임/프로그래밍/3D프린터,서울전체, 06/22(화),더조은컴퓨터아트학원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=34529977&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"기능학원,Java·JSP,Python",매출액없음,서울 강동구,파이썬
1063,"2021년 경력직 채용공고(디자이너(UI/UX), 리액트 개발자)",서울 금천구, 06/20(일),(주)스플릿,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40390618&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력3년,"소프트웨어개발,네트워크관리,서버구축",매출액없음,서울 금천구,파이썬
1064,각 부문 경력사원 채용 (마케팅/IT 개발/특판영업/온라인 채널),서울 동작구, 06/30(수),(주)엔에스아리아,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40491695&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력,"유통업,홍보,홍보기획","324억 2,735만원",서울 동작구,파이썬
1065,[신입] 빅데이터 수집 엔진 개발 (JAVA / Spring / BACK-END),서울 서초구, 07/03(토),(주)이팝콘,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40171515&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입,"시스템관리,솔루션업체,소프트웨어개발","2억 2,280만원",서울 서초구,파이썬
1066,[신입] 빅데이터 서비스 개발 (JAVA / Spring / Api / BACK-END),서울 서초구, 07/05(월),(주)이팝콘,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40181174&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입,"소프트웨어개발,백엔드,Linux","2억 2,280만원",서울 서초구,파이썬
1067,[신입/경력] 라온소프트 SW개발자 모집,부산 사상구, 07/02(금),라온소프트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40159478&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,Java·JSP,HTML","2억 3,400만원",경남 창원시 의창구,파이썬
1068,[ 라온소프트 ] 소프트웨어 개발자 모집,부산 사상구,채용시,라온소프트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40315127&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,Java·JSP,HTML","2억 3,400만원",경남 창원시 의창구,파이썬
1069,웹서버 신입개발자 채용,서울 금천구,채용시,유브갓프렌즈,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40341404&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"SI·시스템통합,솔루션업체,소프트웨어개발","4억 9,683만원",서울 금천구,파이썬
1070,[레티널] 기술연구소 광학연구원 채용,경기 안양시 동안구,채용시,(주)레티널,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40376441&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입,"정밀광학,광학기구","3억 7,691만원",경기 안양시 동안구,파이썬
1071,[라스트오더] 개발팀 각 분야별 채용의 건,서울 강서구, 08/14(토),(주)미로,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40483844&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력 1~10년,"전자상거래,쇼핑몰,B2C","2억 1,569만원",서울 강서구,파이썬
1072,[스타랩스] 웹개발자 초/중/고/특급 채용,서울 강남구, 07/15(목),주식회사 스타랩스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40252594&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"SI·시스템통합,솔루션업체,소프트웨어개발","34억 1,920만원",서울 강남구,파이썬
1073,[코인원] QA엔지니어 모집,서울 용산구, 07/16(금),(주)코인원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40261062&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"컨텐츠제공,인터넷금융,웹마스터",매출액없음,서울 용산구,파이썬
1074,반도체 Design Service 엔지니어(Front end / Back end) 채용,서울 송파구, 06/27(일),주식회사코아시아세미코리아,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40465357&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"기타제조업,반도체,SoC","8억 9,151만원",서울 송파구,파이썬
1075,"[개발팀] WEB ERP 개발자 모집 신입, 경력 채용 공고",부산 해운대구, 08/14(토),소프트코어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40483809&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"SI·시스템통합,ERP,CRM",매출액없음,부산 해운대구,파이썬
1076,TRG와 함께 할 개발인력(프론트앤드)을 찾습니다 :),서울 마포구, 08/15(일),트렌디그룹,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40489149&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"광고기획사,광고대행사,홍보대행사",매출액없음,서울 마포구,파이썬
1077,㈜아임시스템 정밀의료기기 개발 신입사원 모집,대구 달성군,채용시,(주)아임시스템,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40225014&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"연구소,정보통신·IT,전기·전자연구",매출액없음,"대구 달성군 테크노중앙대로 333, 507호 대구경북과학기술원",파이썬
1078,"[일본 근무] IT 엔지니어 및 CS, 판매직 모집",일본 일본, 07/24(토),(주)글로벌트러스트네트웍스코리아,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40320243&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,매장판매,CS",매출액없음,서울 서초구,파이썬
1079,[신입/경력] 리액트 네이티브 (React Native) 모바일 앱 개발자,부산 사상구,내일마감,어니언팜,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40367492&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"SI·시스템통합,DBMS,솔루션업체",매출액없음,부산 사상구,파이썬
1080,"2021년 Atlassian 솔루션(Devops, 운영, 개발) 신입/경력자 모집",서울 강남구, 06/30(수),(주)플러긴소프트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40414337&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"SI·시스템통합,솔루션업체,소프트웨어개발",매출액없음,서울 강남구,파이썬
1081,위메프오 서버 / 프론트 개발자(정규직),서울 강남구, 07/30(금),(주)위메프오,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40438368&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,신입·경력,"전자상거래,Java·JSP,PHP",매출액없음,서울 강남구,파이썬
1082,"[송도,재택] 웹개발 (Django, Angular, AI 등) 경력채용",인천 연수구, 08/13(금),(주)담다디,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40467951&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"컨텐츠제공,HTML,Ajax",매출액없음,인천 연수구,파이썬
1083,IT 시스템 운영 관리 / 모바일 앱(Android) 개발 분야 모집,서울 종로구, 07/15(목),와이폴라리스 주식회사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40482428&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,서버관리,네트워크관리",매출액없음,부산 남구,파이썬
1084,데이터 교육 전문강사 채용,서울 마포구, 07/04(일),주식회사 에이블런,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40420848&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=default_popular&paid_fl=n,경력무관,"기업교육,사회교육,IT강의",매출액없음,서울 마포구,파이썬
